layer	action	symbol_id	swift_name	owning_file	container	signature	upstream_ts	n_consumers	consumers	notes
L0	create	core/ECharts.loadingEffectsRegistry	registerLoading	Sources/EChartsKit/core/ECharts.swift	extension ECharts	public static func registerLoading(_ name: String, _ loadingFx: @escaping LoadingEffectCreator) { ECharts.loadingEffects[name] = loadingFx }  // backed by: private static var loadingEffects: [String: LoadingEffectCreator] = [:]	upstream/echarts/src/core/echarts.ts (loadingEffects const L2907; registerLoading L3290-3295; consumed by showLoading/hideLoading L1518-1560)	1	Sources/EChartsKit/core/ECharts.swift	TWO co-located static members on existing ECharts class (mirror registerTheme/_themeStorage @447-451): private static var loadingEffects map + public static func registerLoading. Name verbatim; backing map loadingEffects verbatim. LoadingEffect/LoadingEffectCreator ALREADY exist (types.swift:720-724) → L0. ONLY the registry; three siblings out of scope: (1) defaultLoading creator (loading/default.ts, needs graphic.Arc.animateShape) registered in installOnce; (2) showLoading/hideLoading instance methods reading map + _loadingFX; (3) _loadingFX field. Register built-in default in installOnce() alongside registerTheme(dark,...).
L0	create	core/Scheduler.currentTask+pipelineHooks	__preparePipelineContext	Sources/EChartsKit/model/Series.swift	class SeriesModel	open func __preparePipelineContext(_ view: ChartView, _ pipeline: PipelinePick) -> PipelineContext; // bundled sibling slot: open func preventIncremental() -> Bool	upstream/echarts/src/model/Series.ts:84-89 (interface SeriesModel: preventIncremental / __preparePipelineContext); consumed by upstream/echarts/src/core/Scheduler.ts:228-232,249	4	Sources/EChartsKit/core/Scheduler.swift; Sources/EChartsKit/chart/bar/BarSeries.swift; Sources/EChartsKit/chart/lines/LinesSeries.swift; Sources/EChartsKit/chart/heatmap/HeatmapSeries.swift	Resolves two base-SeriesModel optional hook slots (Series.ts:84-89) Scheduler null-checks. ABSENT on Swift base (only doc comment Series.swift:78-91). Subclasses define as plain open func (BarSeries:156, LinesSeries:482, HeatmapSeries:116) → SHADOW not override; Scheduler (base ref) never dispatches. Two POTENTIAL-BUG markers: Scheduler:305-310, :340-345. CREATE on base: __preparePipelineContext { return model.preparePipelineContext(self,view,pipeline) }; preventIncremental { return false }. MUST be open func in CLASS BODY (extension = static dispatch, no override). Flip three subclass decls to override func. Update Scheduler call sites: :311 unconditional __preparePipelineContext, :346 gate progressiveEnabled on !preventIncremental(). Out of scope (exist): Pipeline.currentTask (Scheduler:74), getCurrentTask (Series:1102 deferred C2), pipelineContext (Series:147). Dormant until progressive enabled (native reports type native). L0 (ChartView, PipelinePick, PipelineContext, model.preparePipelineContext exist).
L0	create	label/labelStyle.getFormattedLabel.fetcherSeam	LabelFetcher	Sources/EChartsKit/label/labelStyle.swift	protocol	public protocol LabelFetcher { func getFormattedLabel(_ labelDataIndex: Double, _ status: DisplayState?, _ dataType: SeriesDataType?, _ labelDimIndex: Double?, _ formatter: Any?, _ extendParams: GetFormattedLabelExtendParams?) -> String? }	upstream/echarts/src/label/labelStyle.ts	1	Sources/EChartsKit/chart/sankey/SankeyView.swift	Models upstream anonymous labelFetcher object-literal type (labelStyle.ts:91-105) as named Swift protocol so a closure-backed fetcher can be injected. No verbatim upstream identifier; named LabelFetcher after the field. WHY: labelStyle.swift types SetLabelStyleOpt.labelFetcher as DataFormatMixin? (117-121) + getLabelText hardcodes dataType:nil (249,274); Sankey passes seriesModel so node/edge labels get dataType==nil where upstream forces 'edge'/'node'+retrieve3. Inert for default label; formatter-configured node/edge resolves wrong dataType. FIX (owning_file): (1) declare protocol; (2) change field+init to LabelFetcher?; (3) extension DataFormatMixin: LabelFetcher {} (existing method param types match EXACTLY — witnesses without shim); (4) closure-backed conformer for Sankey/chord/map. WITNESS-TRAP CAUTION: requirement param list byte-identical to DataFormatMixin.getFormattedLabel — do not narrow any param. Deps exist → L0.  ⏎ AMENDED (wave-2): a second owned file is Sources/EChartsKit/model/mixin/dataFormat.swift — `extension DataFormatMixin: LabelFetcher {}` is not expressible in Swift, so the conformance is declared there. Consumer lane still owns: forced-dataType wiring at SankeyView 390/496 + ChordPiece 218, and widening the `as? DataFormatMixin` downcasts at MapDraw:870 / ECLine:361 / RadarView:422 to `as? LabelFetcher`.
L0	create	legacy/dataSelectAction+selectChanged	createLegacyDataSelectAction	Sources/EChartsKit/legacy/dataSelectAction.swift	enum dataSelectAction	static func createLegacyDataSelectAction(_ seriesType: String, _ ecRegisterAction: (String, @escaping ActionHandler) -> Void)	upstream/echarts/src/legacy/dataSelectAction.ts	2	Sources/EChartsKit/chart/map/mapInstall.swift; Sources/EChartsKit/core/ECharts.swift	NEW FILE — no legacy/ dir yet; refs are deferred PORT-NOTEs (mapInstall:33-71; ECharts:2861). Guessed owning_file core/actionRegister.swift WRONG per §0/§2 → own legacy/dataSelectAction.swift as caseless enum dataSelectAction. SCOPE: primary export createLegacyDataSelectAction + siblings handleLegacySelectEvents(messageCenter,ecIns,api) (ECharts:2861) + private handleSeriesLegacySelectEvents. CONFLATION FIX: makeSelectChangedEvent/getAllSelectedIndices are in core/echarts.ts (separate deferred symbol, actionRegister.swift:39-53) — do NOT port here. ecRegisterAction typed (String,@escaping ActionHandler)->Void (only (type,handler) arm used). ActionHandler=(Payload,GlobalModel,ExtensionAPI)->ECEventData? (types.swift:624). Body: getSeriesIndices→ecModel.eachComponent (Global:830), each over [toggleSelect/select/unselect], api.dispatchAction (:164) with extended payload. __DEV__ deprecate logs → debug flag or drop. handleSeriesLegacySelectEvents uses ecIns.isSilent/trigger, queryDataIndex, data.getName. Deps EXIST → L0. SelectChangedEvent (types.swift:370/381) + registerAction overloads (action.swift:100) exist.
L0	create	model/Model.getAnimationDelayParams	getAnimationDelayParams	Sources/EChartsKit/model/Model.swift	extension Model	var getAnimationDelayParams: ((Element, Int) -> AnimationDelayCallbackParam)?	upstream/echarts/src/chart/bar/PictorialBarView.ts	2	Sources/EChartsKit/animation/basicTransition.swift; Sources/EChartsKit/chart/bar/PictorialBarView.swift	Upstream is per-instance method monkeypatched onto item Model in PictorialBarView.ts:753 (via getItemModel:748), consumed structurally in basicTransition.ts:132/165-166 as `animatableModel.getAnimationDelayParams?(el, dataIndex)`. Body returns {index: path.__pictorialAnimationIndex, count: path.__pictorialRepeatTimes}. Port as OPTIONAL STORED CLOSURE var inside `open class Model` body (extension can't hold stored props despite container tag). Element + AnimationDelayCallbackParam (util/types:1261) exist → L0. exists=false (only comment refs today: PictorialBarView:69/844, basicTransition:8/26). Wiring the fix: (1) basicTransition animateOrSetProps hardcodes nil 5th arg to getAnimationConfig@101 → `model?.getAnimationDelayParams?(el, dataIndex ?? 0)`; (2) PictorialBarView sets closure on per-item Model reading __pictorialAnimationIndex/__pictorialRepeatTimes. AnimationDelayCallbackParam init order (count, index).
L0	create	util/styleCompat	styleCompat	Sources/EChartsKit/util/styleCompat.swift	enum styleCompat	public enum styleCompat {\n  public struct LegacyStyleProps { public var legacy: Bool? }\n  public static func isEC4CompatibleStyle(_ style: ZRStyleProps, _ elType: String, _ hasOwnTextContentOption: Bool, _ hasOwnTextConfig: Bool) -> Bool\n  public static func convertFromEC4CompatibleStyle(_ hostStyle: ZRStyleProps, _ elType: String, _ isNormal: Bool) -> (textContent: TextProps?, textConfig: ElementTextConfig?)\n  public static func convertToEC4StyleForCustomSerise(_ itemStl: ItemStyleProps, _ txStl: TextStyleProps, _ txCfg: ElementTextConfig) -> ZRStyleProps\n  public static func warnDeprecated(_ deprecated: String, _ insteadApproach: String)\n}\n// file-private helpers: convertEC4CompatibleRichItem(out:richItem:), convertToEC4RichItem(out:richItem:)	upstream/echarts/src/util/styleCompat.ts	2	Sources/EChartsKit/chart/custom/CustomView.swift; Sources/EChartsKit/component/graphic/GraphicView.swift	Free-function module → caseless enum styleCompat (CONVENTIONS §2); names verbatim. NOT ported — only deferred PORT-NOTEs in the two consumers (GraphicView:41-42,168-174; CustomView:51,86,1031-1047). Must CREATE. L0: deps all existing (ZRStyleProps, TextProps, TextStyleProps, ElementTextConfig, ItemStyleProps, tokens color.neutral99/neutral00, util each/hasOwn). convertFromEC4CompatibleStyle returns Optionals (elType=='text' leaves both unset). hasOwn(style,'text') → dict membership. isNormal 'inside' branch redundant second textPosition — copy faithfully. Deprecated EC4 back-compat, inert for EC5 — gate consumers on isEC4CompatibleStyle, keep deferred structure. warnDeprecated __DEV__-only → #if DEBUG; deprecatedLogs dedup dict file-private mutable state.
L0	create	util/types.CallbackDataParams.treeFields	treePathInfo / treeAncestors / collapsed	Sources/EChartsKit/util/types.swift	type CallbackDataParams	public var treePathInfo: [treeHelper.TreePathInfoItem]? = nil  // sunburst (+ treemap deprecated alias); public var treeAncestors: [treeHelper.TreePathInfoItem]? = nil  // tree, treemap; public var collapsed: Bool? = nil  // tree	upstream/echarts/src/util/types.ts:957 (base interface); tree fields defined in chart/sunburst/SunburstSeries.ts:62, chart/tree/TreeSeries.ts:127, chart/treemap/TreemapSeries.ts:81	3	Sources/EChartsKit/chart/sunburst/SunburstSeries.swift; Sources/EChartsKit/chart/tree/TreeSeries.swift; Sources/EChartsKit/chart/treemap/TreemapSeries.swift	exists=false — CORRECTED per reviewer (verified: grep types.swift finds zero treePathInfo/treeAncestors/collapsed). The container struct CallbackDataParams exists (@1101) but the swift_name MEMBERS are absent; swift_name refers to the missing members, so exists=false — now consistent with sibling new-member-on-existing-type rows (Text.__marginType, Model.getAnimationDelayParams). Consumers must NOT be wired before these land. ⏎  ⏎ Upstream adds these via three per-chart sub-interfaces (Swift structs can't inherit) → flatten as OPTIONAL stored props onto the single existing struct. TreeAncestors/TreePathInfo structurally identical ({name,dataIndex,value}) = wrapTreePathInfo's return [treeHelper.TreePathInfoItem] → type both as that. MUST include `= nil` defaults (struct built via memberwise init in DataFormatMixin.getDataParams). EXTEND the struct decl in place (extension can't add stored props). L0 (treeHelper.TreePathInfoItem + stdlib). Consumers assign after super.getDataParams: sunburst treePathInfo=wrapTreePathInfo(node,self); tree treeAncestors=wrapTreePathInfo(...)+collapsed = !node.isExpand; treemap treeAncestors=wrapTreePathInfo(...) then treePathInfo=treeAncestors.
L0	create	view/ComponentView.baseSeams	focusBlurEnabled	Sources/EChartsKit/view/ComponentView.swift	extension ComponentView	open var focusBlurEnabled: Bool = false  // base default (models upstream optional `focusBlurEnabled?: boolean` absent == falsy); GeoView overrides to true	upstream/echarts/src/view/Component.ts	4	Sources/EChartsKit/util/states.swift; Sources/EChartsKit/component/geo/GeoView.swift; Sources/EChartsKit/component/timeline/SliderTimelineView.swift; Sources/EChartsKit/component/marker/MarkAreaView.swift	exists=false — CORRECTED per reviewer (verified: base ComponentView has only a deferred comment @177-180; GeoView.swift:94 `public var focusBlurEnabled = true` is a LOCAL var, NOT an override of a base member). swift_name focusBlurEnabled names the base seam, which is genuinely missing — exists=false; the states.ts gate is dropped. Container class ComponentView exists; the named seam is to-be-created. ⏎  ⏎ Upstream Component.ts:61 focusBlurEnabled?:boolean. Add `open var focusBlurEnabled: Bool = false` to the CLASS BODY (extension member can't be open/overridden; GeoView overrides), replacing the deferred PORT-NOTE @177-182. Base default false models upstream optional-absent falsy (states.ts:536 `if(!view||!view.focusBlurEnabled)`). Follow-on (same L0): (1) GeoView:94 → `public override var focusBlurEnabled = true`; (2) states.swift blurComponent (~604, POTENTIAL-BUG 598-603): restore gate `guard view.focusBlurEnabled else { return }`. NOT new base members: updateTransform base EXISTS (:145) — real defect is MarkAreaView:332 narrower 3-param not witnessing 4-param hook (fix in MarkAreaView, widen to 4-param override; out of scope). remove(): ComponentView has NO remove() upstream (only ChartView) — do NOT add; disposal is zr.remove(view.group).
L0	wire/extend	ZRenderKit/Element.hoverLayer+extensibilitySeams	shouldUseHoverLayer	Sources/ZRenderKit/Element.swift	type	func shouldUseHoverLayer(_ el: Element, _ textContent: Element?, _ nextState: ElementState?, _ forceUseHoverLayer: Bool?) -> InHoverLayerKind	upstream/zrender/src/Element.ts	5	Sources/ZRenderKit/Element.swift; Sources/ZRenderKit/ZRender.swift; Sources/ZRenderKit/Handler.swift; Sources/EChartsKit/chart/helper/ECLine.swift; Sources/EChartsKit/chart/line/LineView.swift	CLUSTER — every seam EXISTS in Element.swift; deliverable is un-stubbing/wiring, not creating. Anchor = file-scope helper shouldUseHoverLayer (upstream Element.ts:2136 → Element.swift:2070, file-level func, NOT enum, NOT exported). Inventory: 1. shouldUseHoverLayer (:2070) DORMANT STUB (hardcodes IN_HOVER_LAYER_KIND_NO). To activate: restore upstream body branching on (nextState.hoverLayer||forceUseHoverLayer)/isTextRelatedEl(el)/isTextRelatedEl(textContent) + ADD isTextRelatedEl sibling helper (Element.ts:2159, NOT yet ported). 2. ElementCommonState.hoverLayer/Element.hoverLayer EXISTS (:193, Any?). 3. InHoverLayerKind typealias+KIND_NO(0)+ONLY_STYLE_CHANGE(1) EXIST (264-268). 4. Element.__inHover EXISTS (:359), read in canTransition (:2065), always 0 because #1 stubbed. 5. Element.beforeUpdate() EXISTS (:464) but public NOT open; ECLine:35 works around; per-frame reposition needs open. 6. on*-handler-prop dispatch: ElementEventHandlerProps PORT-NOTE-only (158-160); runtime via on(event,handler,context) (:1597/1604) EXISTS. 7. ECElement.disableLabelAnimation is ECHARTS symbol (types.swift:280), NOT on concrete Element; LineView writes DEFERRED (1248-1278); owning file types.swift, separate consumer wiring task. L0 (seams depend only on existing Element/ElementState/Path). refreshHover in ZRender.swift (301/372) present+dormant, gated by #1.
L0	wire/extend	ZRenderKit/Pattern.image.union	image	Sources/ZRenderKit/Graphic/Pattern.swift	type	public var image: ImageSource   // was: public var image: String; upstream `image: ImageLike | string`. Constructor param retypes too: public init(_ image: ImageSource, _ repeat: ImagePatternRepeat)	upstream/zrender/src/graphic/Pattern.ts	9	Sources/NativePainter/CGRenderer.swift; Sources/EChartsKit/chart/bar/BarView.swift; Sources/EChartsKit/util/decal.swift; Sources/ZRenderKit/Tool/parseSVG.swift; Sources/ZRenderKit/Core/util.swift; Sources/EChartsKit/component/axis/RadiusAxisView.swift; Sources/EChartsKit/component/radar/RadarComponentView.swift; Sources/DemoGallery/Demos/pattern.swift; Sources/DemoGallery/Demos/pattern-transform.swift	Upstream class Pattern { image: ImageLike | string } (Pattern.ts:53), unconditional in ctor → retype non-optional ImageSource (NOT ImageSource?). exists=true: Pattern class + image prop exist (currently String @71, ctor param @88) — EXTENDS/modifies in place; stored prop retyped in class body (not extension), container=type. L0: ImageSource EXISTS (Image.swift:54, enum {url(String); image(ImageLike)}; ImageLike==Any). Same idiom as Image.imageStyle.image, Text backgroundColor. Ripple: CGRenderer:279-280 resolvePatternImage switch on ImageSource (.url→loadCGImage; .image→cached CGImage); BarView:1281,1293 wrap .url(...) (ip.image still String arm, retype ImagePatternObject separately); decal:129,161 .url(...); parseSVG:715 .url(dataURI); util:402 reads ImagePatternObject.image; RadiusAxisView:501/RadarComponentView:356/DemoGallery → .url(...). Delete PORT-NOTE (Pattern.swift 5-8,31,70). Sibling ImagePatternObject.image:String (:32) + InnerImagePatternObject.__image are separate symbols.
L0	wire/extend	ZRenderKit/Sector.animationSet.cornerRadius	cornerRadius	Sources/ZRenderKit/Graphic/Shape/Sector.swift	type	"// in struct SectorShape (var cornerRadius: CornerRadius = .number(0)) — extend the two keyed accessors: ⏎ public func animationGet(_ key: String) -> Any? {  // add: case ""cornerRadius"": return cornerRadius ⏎ public mutating func animationSet(_ key: String, _ value: Any?) {  // add: case ""cornerRadius"": if let cr = value as? CornerRadius { cornerRadius = cr }"	upstream/zrender/src/graphic/shape/Sector.ts	1	Sources/EChartsKit/chart/sunburst/SunburstPiece.swift	"Root cause: SectorShape.animationSet `guard let v = value as? Double else { return }` drops ""cornerRadius"" (value is CornerRadius enum), animationGet has no case → state-apply corner-radius augmentation is no-op. Both accessors in struct body (carry PORT-NOTE to remove). Fix EXTENDS: animationGet returns cornerRadius; animationSet special-cases key BEFORE Double guard (guard covers only cx/cy/r0/r/startAngle/endAngle). Deps existing (CornerRadius enum roundSector.swift, SectorShape.cornerRadius) → L0. State machinery routes shape sub-bag props (Element ~886-896, Path.swift 335/355, Animator 1004). Consumer SunburstPiece:199 hand-stamps cur.cornerRadius as workaround. Not numerically tweened upstream (carried/assigned) — accessor exposes for state jump, matching numeric-only tween exclusion."
L0	wire/extend	ZRenderKit/platform.canvas+imageLoad	loadImage	Sources/ZRenderKit/Core/platform.swift	protocol PlatformAPI	func loadImage(_ src: String, _ onload: @escaping () -> Void, _ onerror: @escaping () -> Void) -> ImageLike?  // paired verbatim method: func createCanvas() -> CanvasLike?	upstream/zrender/src/core/platform.ts	5	Sources/ZRenderKit/Core/platform.swift; Sources/ZRenderKit/Graphic/Text.swift; Sources/ZRenderKit/Graphic/Image.swift; Sources/NativePainter/CALayerPainter.swift; Sources/NativePainter/CGRenderer.swift	Composite renderer-seam (upstream createCanvas+loadImage on interface Platform + imageHelper.findExistImage/isImageReady). EXISTS as CONVENTIONS-9 stub: protocol PlatformAPI declares both, DefaultPlatformAPI returns nil; setPlatformAPI/PartialPlatformAPI/MergedPlatformAPI injection ported. exists=true, fix BACKS the stub. Per §9 CoreGraphics backing NOT in ZRenderKit: add native PlatformAPI provider in NativePainter (NativePlatformAPI) whose loadImage returns real ImageLike, install via setPlatformAPI. Synchronous CG decode exists: loadCGImage (CGRenderer.swift) → L0. createCanvas native backing unnecessary (measureText separately Core-Text-backed) → may leave nil. SEPARATE unported dep: whole graphic/helper/image.ts (findExistImage, createOrUpdateImage, imageOnLoad, isImageReady + globalImageCache LRU) NOT ported — real consumer of loadImage, own follow-up symbol. This row only the platform.ts seam.
L0	wire/extend	chart/helper.createLarge.progressiveEls	barCreateLarge	Sources/EChartsKit/chart/bar/LargeBarPath.swift	top-level free func (module bar/BarView.ts → hosted in LargeBarPath.swift); NOT wrapped in an enum namespace	// EXTEND the existing non-incremental overload with the progressive/incremental one + hit-test wiring: ⏎ func barCreateLarge(_ seriesModel: BarSeriesModel, _ group: ZRenderKit.Group, _ progressiveEls: inout [Element]?, _ incremental: Bool = false) ⏎ // (keep existing) func barCreateLarge(_ seriesModel: BarSeriesModel, _ group: ZRenderKit.Group) ⏎ // plus the LargePath.on hit-test free functions (verbatim names): ⏎ let largePathUpdateDataIndex: (LargeBarPath, ZRElementEvent) -> Void   // throttle(fn, 30, false) via util/throttle ⏎ func largePathFindDataIndex(_ largePath: LargeBarPath, _ x: Double, _ y: Double) -> Int	upstream/echarts/src/chart/bar/BarView.ts	1	Sources/EChartsKit/chart/bar/BarView.swift	"UPSTREAM createLarge is module-private in BarView.ts:1137, NOT shared chart/helper (symbol_id path misnomer). Candlestick createLarge is SEPARATE (dropped CandlestickView from consumers). Only BarView consumes (in _renderLarge/_incrementalRenderLarge ~501/507). Name disambiguated to barCreateLarge (collision with candlestick createLarge in single target). Hit-test helpers keep verbatim largePathUpdateDataIndex/largePathFindDataIndex. exists=true EXTEND: LargeBarPath+LagePathShape+non-incremental overload exist (15-163). MISSING: (1) progressiveEls:inout+incremental overload (mirror candlestick stub CandlestickView:516-525): build bg+data LargeBarPath, el.incremental=incremental ? getIncrementalId : 0, group.add, progressiveEls?.append; (2) LargePath.on hit-test: el.on(mousedown/mousemove, largePathUpdateDataIndex) guarded !get(silent); largePathUpdateDataIndex=throttle({getECData(largePath).dataIndex=...},30,false); largePathFindDataIndex walks packed 3-per-bar points (upstream 1196-1230). STALE COMMENTS: BarView:1107 + LargeBarPath header say throttle ""not ported"" — it IS (util/throttle.swift); sweep. L0 (all deps exist). PRESERVE: el.pathStyle?.stroke=nil (#20465) + getECData(el).seriesIndex."
L0	wire/extend	chart/helper/LinePath.setLinePoints	setLinePoints	Sources/EChartsKit/chart/helper/ECLine.swift	extension ECLine	func setLinePoints(_ points: [[Double]])	upstream/echarts/src/chart/helper/Line.ts	2	Sources/EChartsKit/chart/graph/GraphView.swift; Sources/EChartsKit/chart/lines/LinesView.swift	MIS-ATTRIBUTED by extract: setLinePoints is on `class Line` in Line.ts:352, not LinePath.ts. ALREADY EXISTS as `public func setLinePoints` on ECLine (ECLine.swift:410; port folded Line into ECLine to avoid colliding with ZRenderKit Line SHAPE). Module-level free setLinePoints(targetShape,points) (Line.ts:133) also ported, split into private setLineShapePoints (straight, :145) + setCurveShapePoints (bezier, :154). NO new code. Consumers (GraphView:310, LinesView:28) only reference in PORT-NOTE(deferred) comments guarding static-render no-ops — wiring needs no work on this symbol. L0.
L0	wire/extend	chart/helper/treeHelper.wrapTreePathInfo	wrapTreePathInfo	Sources/EChartsKit/chart/helper/treeHelper.swift	enum treeHelper	public static func wrapTreePathInfo(_ node: TreeNode, _ seriesModel: SeriesModel) -> [treeHelper.TreePathInfoItem]  // TreePathInfoItem { name: String; dataIndex: Int; value: Any? }	upstream/echarts/src/chart/helper/treeHelper.ts	4	Sources/EChartsKit/chart/treemap/Breadcrumb.swift; Sources/EChartsKit/chart/sunburst/SunburstSeries.swift; Sources/EChartsKit/chart/tree/TreeSeries.swift; Sources/EChartsKit/chart/treemap/TreemapSeries.swift	ALREADY FULLY PORTED — not a stub. treeHelper.swift:117, static member of enum treeHelper. Faithful: walks node.parentNode to root, pushes {name,dataIndex,value:seriesModel.getRawValue(nodeDataIndex)}, reverses. Deps existing → L0 (getRawValue takes Double, passes Double(nodeDataIndex)). REAL GAP = CONSUMERS carry stale deferred PORT-NOTEs claiming not-ported + commented-out assignments: Breadcrumb:334-335, SunburstSeries:155-162, TreeSeries:250-258, TreemapSeries:231-237 (also blocked on CallbackDataParams.treeAncestors field). Fix = delete stale comments, call treeHelper.wrapTreePathInfo(node,self) in each getDataParams + add the params field.
L0	wire/extend	component/axis/AxisBuilder.sharedContextGaps	AxisBuilderSharedContextRecord	Sources/EChartsKit/component/axis/AxisBuilder.swift	type	"// EXTEND existing `final class AxisBuilderSharedContextRecord` (AxisBuilder.swift:261) with the 4 deferred fields: ⏎ public var labelInfoList: [LabelLayoutData]?   // upstream LabelLayoutWithGeometry[] (Swift geometry-carrying type = LabelLayoutData), sorted by distance to transGroup.x/y ⏎ public var stOccupiedRect: BoundingRect?        // union of label rects, ""standard axis"" space; only for nameLocation 'center' ⏎ public var nameLayout: LabelLayoutData?         // upstream LabelLayoutWithGeometry | NullUndefined ⏎ public var nameLocation: String? ⏎ // + un-defer the co-located free functions in the SAME file that populate/consume these: ⏎ func resetOverlapRecordToShared(_ cfg: AxisBuilderCfgDetermined, _ shared: AxisBuilderSharedContext, _ axisModel: AxisBaseModel, _ labelLayoutList: [LabelLayoutData])   // called at end of layOutAxisTickLabel (currently `_ = shared`) ⏎ public func moveIfOverlapByLinearLabels(_ baseLayoutInfoList: [LabelLayoutData], _ baseDirVec: Point, _ movableLayoutInfo: LabelLayoutData, _ moveDirVec: Point)   // exported; consumed by Grid.resolveAxisNameOverlapForGrid ⏎ // private func moveIfOverlap(_ basedLayoutInfo: LabelGeometry, _ movableLayoutInfo: LabelLayoutData, _ moveDirVec: Point) ⏎ // replace no-op `resolveAxisNameOverlapDefault` (line 334) with the real body (center → moveIfOverlap on stOccupiedRect; else → moveIfOverlapByLinearLabels) ⏎ // wire `nameMarginLevel` in the axisName builder (line 811 `_ = extraParams.nameMarginLevel`) into the DEFAULT_*_NAME_MARGIN_LEVELS[nameMarginLevel] marginDefault + build sharedRecord.nameLayout via ensureLabelLayoutWithGeometry, then call shared.resolveAxisNameOverlap when cfg.shouldNameMoveOverlap"	upstream/echarts/src/component/axis/AxisBuilder.ts	3	Sources/EChartsKit/coord/cartesian/Grid.swift; Sources/EChartsKit/component/axis/RadiusAxisView.swift; Sources/EChartsKit/component/axis/AxisBuilder.swift	CLUSTER symbol (synthetic id) — canonical = AxisBuilderSharedContextRecord (export type, AxisBuilder.ts:232). Class EXISTS (@261) with only dirVec/transGroup/ready; 4 overlap fields stubbed behind PORT-NOTE (265-267). exists=true → fix EXTENDS class + un-defers co-located machinery. Everything in AxisBuilder.swift EXCEPT axisBreakHelper.buildAxisBreakLine (separate provider, unported axisBreakHelperImpl.ts — own row; getAxisBreakHelper returns nil, plain-Line else always taken @591-616). RadiusAxisView z2 gap is deliberate deviation (z2 not in AxisBuilderCfg upstream either) — track separately. L0: deps ported (LabelLayoutData, ensureLabelLayoutWithGeometry, labelIntersect, labelLayoutApplyTranslation, computeLabelGeometry2, newLabelLayoutWithGeometry in labelLayoutHelper.swift; BoundingRect/Point/matrix). Un-defer together: (1) Grid:1002 constructs shared ctx + resolveAxisNameOverlapForGrid stub (1119-1122) needs moveIfOverlapByLinearLabels; (2) layOutAxisTickLabel ends `_ = shared` (910) instead of resetOverlapRecordToShared → labelInfoList/stOccupiedRect never populated; (3) axisName builder (810-864) discards nameMarginLevel, never builds nameLayout/calls resolveAxisNameOverlap. Fields alone inert. Keep names verbatim, final class.
L0	wire/extend	component/axisPointer/findPointFromSeries	findPointFromSeries	Sources/EChartsKit/component/axisPointer/findPointFromSeries.swift	enum findPointFromSeries	@discardableResult public func findPointFromSeries(_ finder: FindPointFinder, _ ecModel: GlobalModel) -> (point: [Double], el: Element?)	upstream/echarts/src/component/axisPointer/findPointFromSeries.ts	2	Sources/EChartsKit/component/axisPointer/axisTrigger.swift; Sources/EChartsKit/component/tooltip/TooltipView.swift	ALREADY EXISTS, complete faithful port. Default-export free function → TOP-LEVEL public func (NOT enum-wrapped) + companion struct FindPointFinder + private fpsAsDouble coercion. Return tuple (point:[Double], el:Element?). Deps EXISTING → L0: GlobalModel.getSeriesByIndex, Payload+model.queryDataIndex, SeriesData, Cartesian2D, Element.getBoundingRect/transform.applyTransform. Consumers: axisTrigger:~203 calls LIVE; TooltipView has PORT-NOTE(deferred) @49/506 using payload x/y — data-driven showTip via findPointFromSeries is outstanding tooltip work (not a defect here). Two documented deferrals: getTooltipPosition branch skipped; only Cartesian2D handled (narrows deliberately to avoid getBaseAxis/getOtherAxis witness trap).
L0	wire/extend	coord/axisModelCreator.registerComponentModel	registerComponentModel	Sources/EChartsKit/coord/axisModelCreator.swift	extension EChartsExtensionInstallRegisters	public func registerComponentModel(_ componentModelType: ComponentFullType, _ factory: @escaping AxisModelFactory)  // AxisModelFactory = (ModelOption?, Model?, GlobalModel?) -> ComponentModel	upstream/echarts/src/extension.ts (defn of registerComponentModel, line 71); consumed by upstream/echarts/src/coord/axisModelCreator.ts:132 as registers.registerComponentModel(AxisModel)	1	Sources/EChartsKit/coord/axisModelCreator.swift	ALREADY EXISTS — guessed owning_file (Global.swift) WRONG. Defined axisModelCreator.swift:91-98 as extension on EChartsExtensionInstallRegisters (base in coord/axisStatistics.swift:78). Upstream registerComponentModel(Class){ComponentModel.registerClass(Class)}. Swift can't subclass runtime metatype → re-signatured (type, factory) to carry closure captures. Body PORT-STUB (PortStub.hit) — no dynamic registration; ECharts.swift hand-written stand-in models (EChartsXAxisModel/… + ComponentModel.registerClass) serve instead. AxisModelFactory typealias, AXIS_TYPES_ORDER, registerSubTypeDefaulter in same file. Deps existing → L0. Sole consumer :172. NOT same as ComponentModel.registerClass calls in ECharts.swift (those stand in for this dormant stub). Fix = keep stub; full wiring deferred to Phase 6b (dynamic axis-model synthesis).
