bucket	swift	ts	prev_status	status	coverage	priority	n_fixed	n_remaining	n_new	fixed	remaining	newGaps	notes
A	Sources/EChartsKit/component/axis/AngleAxisView.swift	upstream/echarts/src/component/axis/AngleAxisView.ts	minor	minor	95	low	3	1	0	Per-category axisLabel textStyle override is wired: rawCategoryData[tickValue] object form with a textStyle key builds `Model(textStyle, commonLabelModel, ecModel)` per label, exactly as upstream ||| graphic.setTooltipConfig is now called on every axis label with componentModel/itemName and the ordered formatterParamsExtra (isTruncated closure, value, tickIndex) using KeyValuePairs so $vars stay positional ||| pathStyleFromDict now bridges gradient/pattern paints through zrPaintFromStyleValue for both fill and stroke and maps lineDash (array/false/solid/dashed/dotted), so gradient split-areas and dashed split-lines render	Axis labels are built by AxisBuilder's local createTextStyle shim, which only carries text/font/fill/align/verticalAlign/overflow/width/ellipsis/rich — axisLabel decorations (padding, backgroundColor, borderColor/borderWidth/borderRadius, textShadow, textBorderColor/Width, lineHeight) are dropped for polar angle-axis labels		Function-by-function comparison against AngleAxisView.ts shows axisLine/axisTick/minorTick/splitLine/minorSplitLine/splitArea/axisLabel builders all faithful, including the fixAngleOverlap pop, the Circle-vs-Arc/Ring branch with fill cleared, and triggerEvent eventData. Only the shared createTextStyle shim limitation (owned by AxisBuilder.swift) keeps this off full parity.
A	Sources/EChartsKit/component/axis/AxisBuilder.swift	upstream/echarts/src/component/axis/AxisBuilder.ts	minor	minor	90	medium	4	5	0	Cross-axis name-overlap resolution is now real: resetOverlapRecordToShared (label geometry union + stOccupiedRect + sorted labelInfoList), moveIfOverlap (labelIntersect + MTV translation), moveIfOverlapByLinearLabels and resolveAxisNameOverlapDefault are ported and invoked from layOutAxisTickLabel / the axisName builder under cfg.shouldNameMoveOverlap, so the axis name is nudged away from the labels ||| buildAxisLabel per-category textStyle override is wired (rawCategoryData[tickValue].textStyle -> Model(textStyle, labelModel, ecModel)) so per-category label styling applies ||| nameMarginLevel is honoured: extraParams.nameMarginLevel (clamped 0..2) selects DEFAULT_CENTER_NAME_MARGIN_LEVELS / DEFAULT_ENDS_NAME_MARGIN_LEVELS as the name layout's marginDefault ||| triggerEvent eventData is now packed on both the axis name (targetType 'axisName' + name) and the axis labels (targetType 'axisLabel' + value/tickIndex/break/dataIndex), so axis click events carry upstream's payload	Function-form axisLabel.color callback is still dropped: ColorString is String, so the isFunction(textColor) branch (per-label color computed from rawLabel/tickValue and index) is unreachable and every label falls back to the plain string color ||| axisLine.breakLine rendering is still deferred (getAxisBreakHelper() is nil): a broken value axis always draws one plain Line instead of upstream's segmented break line (only a minimal break-marker glyph is added) ||| graphic.setTooltipConfig is still not called on the axis name or the axis labels, so component tooltips on axis labels/name (including the truncation isTruncated params and textEl.__fullText) never appear even though setTooltipConfig itself is ported (util/graphic.swift:391) and used by AngleAxisView ||| addBreakEventHandler is still absent, so clicking a break boundary label never dispatches the axis-break expand action ||| The local createTextStyle shim (AxisBuilder.swift:1864) only fills text/font/fill/align/verticalAlign/overflow/width/ellipsis (+rich), so axis name and axis label decorations (padding, backgroundColor, border*, textShadow, textBorder*, lineHeight) declared in nameTextStyle/axisLabel are silently dropped		Verified builders map 1:1 with upstream (axisLine/axisTickLabelEstimate/axisTickLabelDetermine/axisName) plus layOutAxisTickLabel, adjustBreakLabels, fixMinMaxLabelShow, syncLabelIgnoreToMajorTicks, createTicks, buildAxisMajor/MinorTicks, dealLastTickLabelResultReusable, buildAxisLabel, updateAxisLabelChangableProps. Only addBreakEventHandler has no Swift counterpart. Coverage raised 85 -> 90; priority stays medium because the tooltip-config lane and the function-form color are user-visible.
A	Sources/EChartsKit/component/axis/CartesianAxisView.swift	upstream/echarts/src/component/axis/CartesianAxisView.ts	minor	minor	94	low	4	2	0	splitArea now renders: rectCoordAxisBuildSplitArea is ported inline (tick-band rects, areaColors cycling, the lastSplitAreaColors continuity seed keyed by tickValue, anid 'area_<tick>', autoBatch/silent) and wired into the splitArea builder ||| graphic.groupTransition(oldAxisGroup, this._axisGroup, axisModel) is now called on every non-bar-racing render, and util/graphic.swift's getAnimatableProps emits shape as a per-key [String:Any] bag (shape.animationProps()), so anid-matched axis elements animate including their shape ||| remove() now calls rectCoordAxisHandleRemove, clearing the cached _splitAreaColors so a re-added axis restarts its splitArea color/anid sequence like upstream ||| lineStylePropsFromDict now maps lineDash (number array / false / 'solid'|'dashed'|'dotted') to the LineDash enum, so dashed and dotted splitLine/minorSplitLine styles render as dashes	lineStylePropsFromDict still bridges stroke/fill only from String, so a splitLine color or splitArea band color declared as a gradient/pattern object is silently dropped (AngleAxisView/RadiusAxisView already have the zrPaintFromStyleValue bridge; this file does not) ||| The breakArea builder is still a no-op because getAxisBreakHelper() returns nil, so an axis with breaks draws no break area/zigzag when the axis-break feature would be installed		"STALE-MARKER: Sources/EChartsKit/component/axis/CartesianAxisView.swift:139-152 states ""the shape leg does NOT tween ... there is no file-scope getAnimatableProps symbol ... shape-carrying axis elements therefore snap"" and carries a PORT-TODO for it, but util/graphic.swift:337-357 already builds obj[""shape""] = shape.animationProps() ([String:Any] per-key bag) and ZRenderKit PathShape.animationProps/LineShape.animationGet are implemented, so shapes DO tween. The marker (and the identical claim in the RadiusAxisView comment, which is the correct one) should be reconciled."
A	Sources/EChartsKit/component/axis/RadiusAxisView.swift	upstream/echarts/src/component/axis/RadiusAxisView.ts	minor	parity	97	none	3	0	0	graphic.groupTransition(oldAxisGroup, newAxisGroup, radiusAxisModel) is now called right after the AxisBuilder group is added, and the ported groupTransition flattens shape into per-key animatable props, so anid-matched axis line/ticks/labels tween on re-render ||| pathStyleFromDict now preserves gradient and image-pattern paints via radiusPaintFromStyleValue (linear/radial gradients with colorStops, pattern image/repeat/x/y/rotation/scale) for both split-line stroke and split-area fill, and maps lineDash ||| The layoutAxis z2:1 concern is resolved as a non-gap: upstream AxisBuilderCfg has no z2 field and AxisBuilder.ts never reads cfg.z2 either, so upstream's z2:1 is equally inert; draw order comes from the same add() ordering in render(), which the port reproduces			Compared render(), the splitLine (Circle vs Arc branch, r clamped >= 0, color batching, fill cleared), minorSplitLine and splitArea builders and layoutAxis against upstream — behaviour matches. The only residual decorative limitation (axis label padding/background/border via AxisBuilder's createTextStyle shim) belongs to AxisBuilder.swift, not this file.
A	Sources/EChartsKit/component/axis/SingleAxisView.swift	upstream/echarts/src/component/axis/SingleAxisView.ts	major	minor	95	low	4	2	0	splitArea bands now render: rectCoordAxisBuildSplitArea is ported inline against the _splitAreaColors store (tick bands, areaColors cycling, previous-render color/anid continuity, anid 'area_<tick>' with integral formatting, autoBatch/silent) and called from the splitArea builder ||| remove() now calls rectCoordAxisHandleRemove, clearing the cached splitArea colors ||| pathStyleFromDict now maps lineDash (array / false / 'solid'|'dashed'|'dotted') to the LineDash enum so dashed splitLine styling renders ||| graphic.groupTransition(oldAxisGroup, this._axisGroup, axisModel) is now called at the end of render(), giving anid-matched transition animation on re-render	pathStyleFromDict still maps fill/stroke from String only (explicit POTENTIAL-BUG comment at SingleAxisView.swift:353-359): a splitLine stroke or splitArea band color given as a gradient/pattern object is silently dropped ||| The breakArea builder remains a no-op (getAxisBreakHelper() is nil), so a single axis with breaks draws no break area		render() ordering now matches upstream exactly (group.removeAll, add _axisGroup then axisBuilder.group, run selfBuilderAttrs, groupTransition, super.render). splitLine adds to `group` and splitArea to `axisGroup`, same as upstream.
A	Sources/EChartsKit/component/axisPointer/BaseAxisPointer.swift	upstream/echarts/src/component/axisPointer/BaseAxisPointer.ts	minor	minor	96	low	1	1	0	The moveAnimation transition branch is ported: BaseAxisPointer.updateProps(animationModel, moveAnimation, el, props) now memoizes props per element (_lastProps keyed by ObjectIdentifier, with propsEqual/propValueEqual) and either calls the ported graphic.updateProps (animated) or stopAnimation()+attr (snap); it is used by updatePointerEl (shape), updateLabelEl (x/y) and _moveHandleToValue (!isInit && _moveAnimation), and the memo is cleared on handle release / drag end / clear()	The pointer group and handle are still hosted through the hostAdd/hostRemove/hostAddHandle/hostRemoveHandle seam closures instead of api.getZr().add/remove; ExtensionAPI.getZr() now exists (ExtensionAPI.swift:146, ECharts.swift:3499), so an integrator that constructs a pointer without wiring the four closures gets an invisible crosshair/handle where upstream would always render		"STALE-MARKER: Sources/EChartsKit/component/axisPointer/BaseAxisPointer.swift:112-118 says ""ExtensionAPI has no getZr()"" — it does now (ExtensionAPI.swift:146; ECharts's api override returns the live zr), so the host-seam deviation is no longer forced. EChartsView.swift:1244-1250 and the demo gallery do wire the seam, so the shipped paths render. All upstream methods (render/remove/dispose/determineAnimation/makeElOption/createPointerEl/createLabelEl/updatePointerEl/updateLabelEl/getHandleTransform/updateHandleTransform/_renderHandle/_moveHandleToValue/_onHandleDragMove/_doDispatchAxisPointer/_onHandleDragEnd/clear/doClear/buildLabel + the module helpers) are present."
A	Sources/EChartsKit/component/axisPointer/axisTrigger.swift	upstream/echarts/src/component/axisPointer/axisTrigger.ts	minor	parity	96	none	3	0	0	The series.getAxisTooltipData branch in buildPayloadsBySeries is ported via the AxisTooltipDataSeries protocol (ThemeRiver conforms; candlestick/boxplot simply are not ported yet), including upstream's quirk of NOT early-continuing on an empty result ||| linkGroup.mapper is now invoked: makeMapperParam is ported and the linked-axis value is passed through mapper(val, srcParam, tarParam) and re-parsed with tarAxisInfo.axis.scale.parse, instead of passing through unmapped; modelHelper.swift:222 populates linkGroup.mapper from the link option ||| dispatchHighDownActually's last-highlight store keyed on the ExtensionAPI via model.makeInner is behaviourally equivalent to upstream's api.getZr() key (one ExtensionAPI per chart instance), so this is no longer a functional gap			"STALE-MARKER: Sources/EChartsKit/component/axisPointer/axisTrigger.swift:37 and :543-544 both say ""this port's ExtensionAPI has no getZr()"" — ExtensionAPI.swift:146 defines getZr() and ECharts.swift:3499/3529 return the live zr. STALE-MARKER (adjacent file, same feature): Sources/EChartsKit/component/axisPointer/modelHelper.swift:46 says ""link-group value mapping (axisTrigger's cross-axis linking) is deferred"" while axisTrigger.swift:269-272 implements it. Caveat on the mapper: the callback is stored as Any? and only fires when the option supplies a Swift closure of exactly (Any?, [String:Any], [String:Any]) -> Any?."
A	Sources/EChartsKit/component/axisPointer/findPointFromSeries.swift	upstream/echarts/src/component/axisPointer/findPointFromSeries.ts	minor	minor	95	low	0	1	0		seriesModel.getTooltipPosition branch still absent: a series that overrides getTooltipPosition (map/radar) gets the coordSys/bounding-rect fallback point instead of its own tooltip anchor		File is unchanged in substance since the last audit (one 'cross-file migration' commit, 72b7a64). Lines 106-111 carry an honest PORT-NOTE — the branch really is missing, no stale marker. Everything else (queryDataIndex packing, isStacked stackResultDimension path, dims map + getValues, el bounding-rect fallback) matches upstream exactly. Second, unrecorded divergence worth noting but not user-breaking today: the `coordSys && coordSys.dataToPoint` arm is narrowed to `as? Cartesian2D`, so a polar/geo/single series falls through to the el-bounding-rect branch instead of dataToPoint (center of the symbol is usually the same point, so it rarely shows).
A	Sources/EChartsKit/component/axisPointer/globalListener.swift	upstream/echarts/src/component/axisPointer/globalListener.ts	minor	parity	98	none	1	0	0	'handler fan-out is not throttled' — verified against upstream: globalListener.ts imports no util/throttle and calls every record.handler synchronously inside useHandler's zr listener. The recorded gap was based on a false premise; the Swift fan-out already matched upstream and the file now documents this explicitly (lines 50-70).			Function-by-function equal: register/unregister/initGlobalListeners (click/mousemove/mousewheel/globalout), makeDispatchAction pend/merge, dispatchTooltipFinally last-wins. Two inert deltas: (a) makeDispatchAction's else-branch omits upstream's `payload.dispatchAction = dispatchAction` re-stamp — dead today because axisTrigger.swift only routes showTip/hideTip through this closure (highlight/downplay go straight to api.dispatchAction at :590/:597); (b) unregister removes the key rather than setting it to null — same fan-out result. The old PORT-NOTE claiming upstream throttles here was itself the stale marker and has been replaced by a correct one; the note also flags SYMBOLS.tsv row 41's consumer entry for this file as VOID (registry still lists 4 consumers, should be 3).
A	Sources/EChartsKit/component/brush/brushVisual.swift	upstream/echarts/src/component/brush/visualEncoding.ts	minor	parity	97	none	2	0	0	throttle wrapper is now wired: dispatchAction builds a per-zr BrushDispatchSlot and calls throttleUtil.createOrUpdate(existing:origin:rate:throttleType:), so a non-zero brush.throttleDelay now emits brushselected at most once per window (fixRate/debounce both mapped); the JS falsy-throttleType rule ('' → unthrottled) is reproduced ||| stepAParallel is fully implemented: it narrows coordinateSystem to Parallel and calls the ported hasAxisBrushed() + eachActiveState(data:) (both real implementations in coord/parallel/Parallel.swift:479-533), so brushLink selection made on a parallel axis now propagates to linked series			Step A/Step B logic, linkOthers/brushed/checkInRange/brushModelNotControll, the rect+polygon boundingRectBuilders and the DISPATCH_FLAG re-entrancy guard all match upstream. Port-specific additions (ObjectIdentifier-keyed slot with weak zr/api re-validation, clearBrushDispatch from ECharts.dispose) are sound. One small residue: when throttleDelay/throttleType change back to 'unthrottled', createOrUpdate returns nil and slot.fn is dropped without throttleUtil.clear() on the old wrapper, so an already-scheduled timer can still fire once. No stale markers found.
A	Sources/EChartsKit/component/geo/GeoView.swift	upstream/echarts/src/component/geo/GeoView.ts	major	parity	95	low	5	1	0	__updateOnOwnRoam is implemented and delegates to MapDraw.__updateOnOwnRoam → applyViewCoordSysTransToElement(_transformGroup, VIEW_COORD_SYS_TRANS_ROAM); geo pan/zoom also re-renders in practice because registerGeoRoamAction stores roam state and runs a full update() that reseeds the Geo view ||| _handleRegionClick now walks findEventDispatcher to the nearest eventData-carrying element and dispatches {type:'geoToggleSelect', geoId, name} ||| updateSelectStatus is ported: traverses mapDraw.group and calls api.enterSelect/leaveSelect per _model.isSelected(name), returning true to skip children ||| geoJSON regions now get full state wiring in MapDraw._buildGeoJSON — applyOptionStyleForRegion sets emphasis/select/blur state styles + setDefaultStateProxy, and resetEventTriggerForRegion / resetStateTriggerForRegion / resetTooltipForRegion run per region group, so geoJSON hover-emphasis and selection work ||| findHighDownDispatchers geoJSON branch is live: MapDraw keeps _regionsGroupByName and returns [regionGroup] (or []) for geoJSON, [] / nil contract preserved for the unsupported case	Roam is still routed as a full `update` rather than upstream's `update:'updateTransform'`, so __updateOnOwnRoam is never actually invoked by the geoRoam action — the map does move, but every pan/zoom frame rebuilds coord sys + regions instead of only re-transforming the group (performance, plus roam animation fidelity)		GeoView.swift is now a line-for-line port of all six upstream members; the earlier 'inlined static subset of MapDraw' is gone and the view owns a persistent MapDraw. One deliberate, correct deviation: mapDraw.group.on('click') is bound once per MapDraw instance instead of per render (upstream re-binds and accumulates). Residual gaps now live in MapDraw.swift, not here: GeoProjection.stream clip/resample path is unported (projectionStream hard-coded nil, projectPolys dormant) and the name-keyed geo labelFetcher is replaced by an eager getFormattedLabel; also MapDraw:529 notes no scene-graph class conforms to ECElement so z2EmphasisLift = 0 is skipped for SVG maps. No stale markers found in GeoView.
A	Sources/EChartsKit/component/graphic/GraphicView.swift	upstream/echarts/src/component/graphic/GraphicView.ts	minor	minor	88	medium	3	2	1	"graphicUtil.setTooltipConfig is now called in _updateElements with {el, componentModel: graphicModel, itemName: el.name, itemTooltipOption: elOption.tooltip}; util/graphic.setTooltipConfig has a [String: Any] arm, so a graphic element's tooltip option reaches ecData.tooltipConfig and the tooltip shows ||| updateCommonAttrs now assigns draggable: `if elOption.option[""draggable""] != nil { el.attr(""draggable"", ...) }`, and Element.attrKV bridges Bool / 'horizontal' / 'vertical' — graphic elements are draggable again ||| enter/update/leave transitions are wired to the real ported helpers: applyUpdateTransition(isInit:) on merge/replace, updateLeaveTo + applyLeaveTransition in removeEl, stopPreviousKeyframeAnimationAndRestore + applyKeyframeAnimation on el and clipPath, and _relocate uses the real animation/basicTransition.updateProps for the x/y tween"	The `on*` event-handler assignment loop is still missing (updateCommonAttrs, line 583-585): upstream copies every key starting with 'on' (onclick, onmouseover, ...) from the element option onto the element, so user-supplied handlers on graphic elements are never invoked ||| isEC4CompatibleStyle / convertFromEC4CompatibleStyle are still unported (util/styleCompat): EC4-era graphic style bags carrying textFill/textPosition/etc. are not converted into textConfig/textContent, so legacy graphic options render without their text	Graphic-element tooltip is only partially carried: commonTooltipOptionFromOptionBag is a whitelist, so bag keys outside CommonTooltipOption — showContent, order, renderMode, className, appendToBody, defaultBorderColor — are dropped (e.g. tooltip.showContent:false on a graphic element no longer suppresses the box), and there is no component-level fallback layer for graphic as there is for legend	"Everything else matches: _updateElements merge/replace/remove branches, textContent/textConfig handling, clipPath re-creation on type change, getCleanedElOption (LOCATION_PARAMS ported), setEventData, _relocate top-down size + bottom-up position, _clear/dispose. Two smaller divergences, both pre-existing rather than introduced: (a) updateCommonAttrs sets cursor/zlevel/z/z2 defaults unconditionally when the option omits them (upstream only when el[prop] == null) — same values in practice; (b) Int-vs-Double option-read trap at lines 145-146, `graphicModel.get(""z"") as? Double` / `get(""zlevel"") as? Double` returns nil for an Int-literal option, so `graphic: {z: 10}` written with an Int silently falls back to z = 0 and the stacking order is wrong. No stale markers: the file's PORT-NOTEs about the on* loop and styleCompat are accurate, and the tooltip note was updated to reflect that the bag arm now exists."
A	Sources/EChartsKit/component/helper/RoamController.swift	upstream/echarts/src/component/helper/RoamController.ts	minor	minor	95	low	0	2	0		Modifier-key-gated roam is still unavailable: isBehaviorSettingAvailable now reads rawEvent.shiftKey/ctrlKey/altKey (the fields exist on ZRRawEvent), but nothing in Sources/ ever populates them from UIEvent.modifierFlags, so roam configured as zoomOnMouseWheel:'ctrl' / moveOnMouseMove:'shift' / 'alt' always evaluates unavailable and the gesture is ignored ||| removeUniformListener is still a no-op — the port's Eventful cannot unbind a specific closure, so a disabled controller leaves its uniform zr listener bound for the zr's lifetime (it fans out to an empty list, so no visible misbehaviour, but the listener and its retained store leak)		File saw one 'cross-file migration' commit and no fix commit; both recorded gaps are genuinely still open. The only progress on gap 1 is plumbing (ZRRawEvent.shiftKey/ctrlKey/altKey exist and the switch reads them) — behaviour is unchanged because the producer side is missing; RoamController.swift:677-681 documents this accurately (not a stale marker). Everything else is at parity: enable/disable/dispose, _checkPointer, _decideCursorStyle, mousedown/mousemove/mouseup/mousewheel/pinch handlers, the z-sorted addRoamZrListener/ensureUniformListener fan-out, the __ecRoamConsumed per-event flag (via makeInner side table) and trigger()'s isAvailableBehavior closure.
A	Sources/EChartsKit/component/legend/LegendView.swift	upstream/echarts/src/component/legend/LegendView.ts	minor	minor	95	low	5	1	1	"Per-item tooltip is wired: _createItem reads legendItemModel.getModel('tooltip'), and when show is truthy calls setTooltipConfig(el: hitRect, componentModel: legendModel, itemName: name, itemTooltipOption: tooltipModel.option) ||| packEventData is implemented and called: when triggerEvent is truthy both the series branch and the pie/funnel data branch run itemGroup.eachChild { packEventData(...) }, writing {componentType:'legend', componentIndex, dataIndex, value:name, seriesIndex} to innerStore.getECData(el).eventData — identical to upstream's object ||| Function-form formatter is supported: `else if util.isFunction(formatter), let fn = formatter as? (String) -> String { content = fn(name) }`, alongside the string '{name}' replace ||| click now runs the full upstream sequence — dispatchSelectAction does dispatchDownplayAction → dispatchAction(legendToggleSelect, name: seriesName ?? dataName) → dispatchHighlightAction, and mouseover/mouseout dispatch highlight/downplay with excludeSeriesId ||| Custom-series getLegendIcon now receives the real symbolRotate: iconParams is seeded with `iconRotate: legendItemModel.get(""symbolRotate"")` before the seriesModel.getLegendIcon branch, and only the default-icon branch recomputes it (inherit → data.getVisual('symbolRotate'), else 0)"	dispatchHighlightAction/dispatchDownplayAction omit upstream's `if (!api.usingTHL())` guard — inert today (ExtensionAPI.usingTHL has no concrete implementation), but legend hover would double-fire if touch-hold-legend ever lands	Legend per-item tooltip carries only whitelisted keys: commonTooltipOptionFromOptionBag drops showContent, order, renderMode, className, appendToBody and defaultBorderColor from legend.data[i].tooltip (partially recoverable because the component-level legend.tooltip bag is also read by buildTooltipModel)	"STALE-MARKER: Sources/EChartsKit/component/legend/LegendView.swift:67 says ""import { getECData } ... -> innerStore.getECData (event wiring — deferred)"" and :73 says ""curry ... inlined at call sites (deferred action wiring)"", but both the event wiring (packEventData) and the click/hover action wiring are now fully implemented below. Remaining decorative omissions only: createTextStyle is called without upstream's {inheritColor: textColor} third arg, and makeBackground is a local faithful reproduction pending component/helper/listComponent.swift. The legend icon/hit-rect/silent/enableHoverEmphasis path and the pie/funnel legendVisualProvider branch (including the transparent-fill → alpha 0.2 fixup) match upstream."
A	Sources/EChartsKit/component/marker/MarkAreaView.swift	upstream/echarts/src/component/marker/MarkAreaView.ts	minor	minor	88	medium	4	3	0	getSingleMarkerEndPoint now takes the seriesModel.getMarkerPosition branch: it feature-detects `as? BaseBarSeriesModel`, computes clampData'd pointValue0/pointValue1, picks the larger x/y per dims and calls getMarkerPosition(pointValue, dims, true), so bar/candlestick markArea corners snap to category ticks ||| updateProps is the real animation/basicTransition.updateProps — the diff .update branch animates the polygon's z2 and shape.points (partial [String: Any] shape so points tween), instead of the previous instant-set shim ||| updateTransform is now wired end-to-end: it overrides the 4-param ComponentView hook (returning false = handled in place) and ECharts.updateTransform (core/ECharts.swift:1682) invokes every component view's hook, with 'updateTransform' routed at ECharts.swift:2712 — markArea re-lays out on roam/pan without a full render ||| getECData(polygon).dataModel = maModel is now set (MarkerModel conforms to DataModel), so markArea polygons resolve their host model for tooltip/formatter	markArea labels still never render: the setLabelStyle(polygon, getLabelStatesModels(itemModel), {labelFetcher: maModel, labelDataIndex: idx, defaultText: areaData.getName(idx), inheritColor: ...}) call is still omitted (MarkAreaView.swift:548-554) even though label/labelStyle and visual/tokens are ported — upstream defaults markArea label.show to true, so every named markArea silently loses its text ||| 1D markArea items (a single-object data entry such as {yAxis: 2} instead of a 2-element tuple) still return nil from markAreaTransform and are dropped by the createList filter, so a horizontal/vertical band declared the 1D way renders nothing ||| Non-cartesian markArea positioning is still absent: the getSingleMarkerEndPoint fallback and the overlap/allClipped test only dispatch on Cartesian2D (dataToPoint → [NaN, NaN] otherwise), so markArea on polar/other coord systems does not draw		No stale markers — the surviving PORT-NOTEs at :548-554 (label deferred), :102-105 (1D items), :283-285 (Cartesian-only dataToPoint) and :425-427 (Cartesian-only overlap test) all accurately describe live gaps. The remaining render path matches upstream: createList dimension building, markAreaFilter/ifMarkAreaHasOnlyDim/isInfinity, the itemStyle fill/stroke defaults with modifyAlpha(0.4), z2 visual, the add/update/remove diff with allClipped suppression, setStatesStylesFromModel + toggleHoverEmphasis for hover, and the silent flag. One deliberate deviation: updateTransform preserves the {points, allClipped} layout struct (upstream overwrites it with a raw points array) but does not recompute allClipped, so a datum clipped at render time stays invisible after roam brings it back — upstream has the same blind spot.
A	Sources/EChartsKit/component/marker/MarkLineView.swift	upstream/echarts/src/component/marker/MarkLineView.ts	minor	minor	95	low	1	1	0	getECData(el).dataModel = mlModel host-model tagging is now implemented (lineData.eachItemGraphicEl + Group.traverse stamps the model on the line group and every child), so markLine tooltip/formatter resolves the model	"The file-local getVisualFromData('color') reads style[""fill""] instead of style[data.getVisual('drawType')], so on a line/graph series (drawType == 'stroke') the markLine end-symbol fill falls back to nil instead of inheriting the series colour"		Verified against upstream lines 370-395. The real chart/helper/LineDraw.swift (full diff/enter-leave/emphasis LineDraw + ECLine) is now ported and is what renderSeries instantiates. STALE-MARKER: MarkLineView.swift:27-31 says 'the real chart/helper/LineDraw ... is not ported. A STATIC-SUBSET stand-in LineDraw is defined at the bottom of this file ... Diff/enter-leave animation + emphasis are deferred' — no such stand-in exists in the file; `LineDraw()` resolves to Sources/EChartsKit/chart/helper/LineDraw.swift which ports updateData/updateLayout/incremental/remove faithfully. STALE-MARKER: MarkLineView.swift:40-41 says 'the ECData host-model tagging for tooltip is still deferred (see below)' while lines 498-506 do the tagging. STALE-MARKER: MarkLineView.swift:592-595 says getRawValue/getFormattedLabel 'are blocked here because MarkerModel's DataFormatMixin conformance is deferred' — MarkerModel now conforms to DataFormatMixin/DataModel and both methods are available.
A	Sources/EChartsKit/component/marker/MarkPointView.swift	upstream/echarts/src/component/marker/MarkPointView.ts	minor	parity	96	none	2	0	0	Callback-in-data-item branch is implemented: isFunction(symbol/symbolSize/symbolRotate/symbolOffset) now invokes the closure with mpModel.getRawValue(idx) + mpModel.getDataParams(idx), matching upstream lines 130-150 ||| getECData(child).dataModel = mpModel tagging is implemented (mpData.eachItemGraphicEl + Group.traverse), so markPoint tooltips resolve the host model			getVisualFromData is a faithful local reproduction of visual/helper.ts (color→style[drawType], opacity, symbol/symbolSize/liftZ). Type-contract caveat (idiom, not counted): a function-valued symbol option must be exactly a `(Any?, CallbackDataParams) -> Any?` closure to be invoked; any other closure arity/signature falls through silently.
A	Sources/EChartsKit/component/marker/MarkerModel.swift	upstream/echarts/src/component/marker/MarkerModel.ts	major	parity	97	none	4	0	0	fillLabel now really applies defaultEmphasis(opt,'label',['show']) — the dict is bridged into DisplayStateHostOption, mutated by the (genuinely implemented) model.defaultEmphasis, and written back into markerOpt/markerOpt.data so per-item emphasis-label defaults propagate to createMarkerModelFromSeries ||| formatTooltip is implemented and returns the section/nameValue tooltip markup built from getRawValue + data.getName ||| getDataParams now calls the DataFormatMixin base computation ((self as DataFormatMixin).getDataParams) before patching seriesId/seriesName/seriesType, so color/encode/dimensionNames/value are populated ||| MarkerModel conforms to DataHost + DataFormatMixin (+ DataModel), so getRawValue/getFormattedLabel from the mixin are available on all three marker models			Verified DataFormatMixin's getDataParams/getRawValue/getFormattedLabel in Sources/EChartsKit/model/mixin/dataFormat.swift are real implementations, not stubs, and model.defaultEmphasis (util/modelUtil.swift:497) really performs the normal→emphasis sub-option copy. Only remaining divergence is the dropped `if (env.node) return false` in isAnimationEnabled, which is inert on the native client (documented, matches SeriesModel). Latent trap self-documented at line 389-396: the 3-arg DataModel witness delegates to the 2-arg overload; changing that entry point's arity would turn it into infinite recursion.
A	Sources/EChartsKit/component/matrix/MatrixView.swift	upstream/echarts/src/component/matrix/MatrixView.ts	minor	minor	90	low	3	3	0	setTooltipConfig is now called (on cellRect, and additionally on the standalone label to compensate for the drawing deviation), so matrix cell / text-overflow tooltips are wired ||| The triggerEvent → getECData(cellRect).eventData block is ported (componentType/componentIndex/matrixIndex/targetType/coord/name/value), so matrix cell click events carry eventData ||| cellText.silent = !(triggerEvent || tooltipOption.show) + ignoreHostSilent = true is applied to the label element, and the rect's fill-based silent default matches upstream	isFunction(formatter) is still a no-op: a function-valued matrix label formatter is ignored and the raw value text is drawn instead ||| The cell label is still a standalone centered ZRText rather than cellRect's textContent via setLabelStyle — no inside/textConfig positioning, no rich text, no emphasis/select/blur label states, and no autoOverflowArea auto-truncation ||| The overflow clipPath branch (expandOrShrinkRect + invert + setClipPath) is not ported, so a label longer than its cell spills over neighbouring cells instead of being clipped		3 of the 6 recorded gaps genuinely closed; the 3 open ones all stem from the same root cause (label drawn standalone instead of via setLabelStyle), so closing that one seam would close all three. util/graphic.setTooltipConfig was verified to be a real implementation including the [String: Any] option-bag arm the matrix caller needs. The PORT-TODO at MatrixView.swift:484-494 is accurate (it documents the residual drawing deviation), not stale.
